Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-15 00:00:00-04:00,267.4892696759753,269.2959492630475,267.1338390232831,269.04913330078125,3031600,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,268.43701266493713,270.0561397073633,268.26919469645344,269.69085693359375,2571900,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,270.13509948917766,272.2774750598768,269.5427352199002,272.23797607421875,2660000,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,272.168871862625,272.79085286515885,270.9347921366131,271.5765075683594,2041900,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,272.25771991229357,273.3733327967291,271.4481865161637,272.9389343261719,1983700,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,273.6398955349213,274.0545294206017,270.1252090115935,270.62872314453125,2554300,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,272.22812130190954,274.2914991097793,271.8233395124851,274.0545654296875,2281800,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,274.5876617201375,274.9825611801373,272.7414833947427,273.36346435546875,2263800,0.0,0.0,0.0
2024-08-27 00:00:00-04:00,272.58352778978684,273.84722418643435,272.09974806394536,273.61029052734375,1787900,0.0,0.0,0.0
2024-08-28 00:00:00-04:00,273.2746155608804,273.5510482275867,270.431321044288,271.94183349609375,1856400,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,272.9586735451497,274.76535282582927,271.7344460922713,272.2083435058594,3018000,0.0,0.0,0.0
2024-08-30 00:00:00-04:00,273.1956113045688,274.9825561849477,271.5764843804149,274.83447265625,2029300,0.0,0.0,0.0
2024-09-03 00:00:00-04:00,273.2745828138608,273.4720476073745,267.70643115776255,268.9207763671875,3818900,0.0,0.0,0.0
2024-09-04 00:00:00-04:00,267.5583602345258,270.0561363327941,267.52874352699297,268.31854248046875,2946700,0.0,0.0,0.0
2024-09-05 00:00:00-04:00,268.33829022316746,269.5427532707634,266.3933793216126,267.4892578125,3997800,0.0,0.0,0.0
