Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-15 00:00:00-04:00,51.720001220703125,52.369998931884766,49.58000183105469,49.880001068115234,4819800,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,51.220001220703125,52.38999938964844,50.439998626708984,52.2400016784668,5886300,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,51.380001068115234,51.8849983215332,50.810001373291016,51.599998474121094,2618800,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,53.0,53.3650016784668,51.20000076293945,52.08000183105469,4137000,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,52.040000915527344,53.93000030517578,51.47999954223633,53.880001068115234,4821500,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,53.209999084472656,53.310001373291016,52.560001373291016,52.7400016784668,2352800,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,53.470001220703125,55.91999816894531,53.189998626708984,55.72999954223633,9297100,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,55.869998931884766,55.90999984741211,55.15999984741211,55.40999984741211,2957900,0.0,0.0,0.0
2024-08-27 00:00:00-04:00,54.630001068115234,54.63999938964844,53.72999954223633,54.33000183105469,4509900,0.0,0.0,0.0
2024-08-28 00:00:00-04:00,52.36000061035156,52.49399948120117,50.56999969482422,51.470001220703125,9601900,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,52.650001525878906,53.48500061035156,51.47999954223633,51.790000915527344,7487700,0.0,0.0,0.0
2024-08-30 00:00:00-04:00,52.099998474121094,52.31999969482422,50.45000076293945,51.22999954223633,7086200,0.0,0.0,0.0
2024-09-03 00:00:00-04:00,51.689998626708984,51.689998626708984,50.2400016784668,50.70000076293945,7607900,0.0,0.0,0.0
2024-09-04 00:00:00-04:00,49.380001068115234,51.18000030517578,49.064998626708984,50.7599983215332,6758800,0.0,0.0,0.0
2024-09-05 00:00:00-04:00,49.540000915527344,50.04999923706055,48.720001220703125,48.9900016784668,6316000,0.0,0.0,0.0
2024-09-06 00:00:00-04:00,49.619998931884766,49.7400016784668,46.4900016784668,46.7400016784668,11678600,0.0,0.0,0.0
2024-09-09 00:00:00-04:00,48.41999816894531,50.05500030517578,47.900001525878906,49.970001220703125,7473100,0.0,0.0,0.0
2024-09-10 00:00:00-04:00,49.7599983215332,50.779998779296875,49.400001525878906,50.70000076293945,2142800,0.0,0.0,0.0
2024-09-11 00:00:00-04:00,49.70000076293945,50.7400016784668,48.560001373291016,50.369998931884766,5104500,0.0,0.0,0.0
2024-09-12 00:00:00-04:00,50.5,51.2400016784668,50.125,51.099998474121094,2368900,0.0,0.0,0.0
2024-09-13 00:00:00-04:00,50.5099983215332,52.54999923706055,50.45000076293945,52.310001373291016,4356000,0.0,0.0,0.0
2024-09-16 00:00:00-04:00,51.16999816894531,51.209999084472656,50.25,50.66999816894531,2721000,0.0,0.0,0.0
2024-09-17 00:00:00-04:00,51.900001525878906,53.70000076293945,51.4900016784668,52.41999816894531,6627300,0.0,0.0,0.0
2024-09-18 00:00:00-04:00,52.38999938964844,53.63999938964844,51.75,52.47999954223633,4690500,0.0,0.0,0.0
2024-09-19 00:00:00-04:00,55.36000061035156,55.900001525878906,54.814998626708984,55.33000183105469,4098600,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,55.09000015258789,55.58000183105469,54.540000915527344,54.94499969482422,2750300,0.0,0.0,0.0
