Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-08-07 09:30:00-04:00,91.55000305175781,91.5999984741211,91.54000091552734,91.55000305175781,61555,0.0,0.0,0.0
2025-08-07 09:31:00-04:00,91.5238037109375,91.58000183105469,91.49500274658203,91.58000183105469,2044,0.0,0.0,0.0
2025-08-07 09:32:00-04:00,91.56999969482422,91.62000274658203,91.51000213623047,91.62000274658203,9536,0.0,0.0,0.0
2025-08-07 09:33:00-04:00,91.62979888916016,91.63999938964844,91.57499694824219,91.57980346679688,7948,0.0,0.0,0.0
2025-08-07 09:34:00-04:00,91.56999969482422,91.6697998046875,91.56999969482422,91.6697998046875,10189,0.0,0.0,0.0
2025-08-07 09:35:00-04:00,91.6500015258789,91.70999908447266,91.62000274658203,91.70999908447266,10037,0.0,0.0,0.0
2025-08-07 09:36:00-04:00,91.72000122070312,91.76000213623047,91.69000244140625,91.70999908447266,6945,0.0,0.0,0.0
2025-08-07 09:37:00-04:00,91.69999694824219,91.7300033569336,91.66999816894531,91.69999694824219,8405,0.0,0.0,0.0
2025-08-07 09:38:00-04:00,91.70999908447266,91.77999877929688,91.69999694824219,91.77999877929688,7647,0.0,0.0,0.0
2025-08-07 09:39:00-04:00,91.7750015258789,91.8499984741211,91.73999786376953,91.8499984741211,11723,0.0,0.0,0.0
2025-08-07 09:40:00-04:00,91.86000061035156,91.87999725341797,91.80989837646484,91.80989837646484,7824,0.0,0.0,0.0
2025-08-07 09:41:00-04:00,91.80000305175781,91.8499984741211,91.7699966430664,91.81999969482422,8147,0.0,0.0,0.0
2025-08-07 09:42:00-04:00,91.80919647216797,91.81999969482422,91.69000244140625,91.69000244140625,2118,0.0,0.0,0.0
2025-08-07 09:43:00-04:00,91.6500015258789,91.68000030517578,91.6500015258789,91.66999816894531,5543,0.0,0.0,0.0
2025-08-07 09:44:00-04:00,91.66999816894531,91.75,91.66999816894531,91.72000122070312,2436,0.0,0.0,0.0
2025-08-07 09:45:00-04:00,91.7300033569336,91.73999786376953,91.5999984741211,91.5999984741211,7248,0.0,0.0,0.0
2025-08-07 09:46:00-04:00,91.62000274658203,91.6500015258789,91.5999984741211,91.62000274658203,5899,0.0,0.0,0.0
2025-08-07 09:47:00-04:00,91.62999725341797,91.66999816894531,91.59459686279297,91.6500015258789,4407,0.0,0.0,0.0
2025-08-07 09:48:00-04:00,91.62000274658203,91.62000274658203,91.5999984741211,91.5999984741211,3364,0.0,0.0,0.0
2025-08-07 09:49:00-04:00,91.5999984741211,91.72000122070312,91.5999984741211,91.72000122070312,3454,0.0,0.0,0.0
2025-08-07 09:50:00-04:00,91.73999786376953,91.73999786376953,91.69000244140625,91.73999786376953,2060,0.0,0.0,0.0
2025-08-07 09:51:00-04:00,91.76000213623047,91.7699966430664,91.75,91.75,2754,0.0,0.0,0.0
2025-08-07 09:52:00-04:00,91.7300033569336,91.75,91.72959899902344,91.7300033569336,1320,0.0,0.0,0.0
2025-08-07 09:53:00-04:00,91.76000213623047,91.80999755859375,91.76000213623047,91.77999877929688,1484,0.0,0.0,0.0
2025-08-07 09:54:00-04:00,91.7699966430664,91.78500366210938,91.76000213623047,91.7699966430664,1484,0.0,0.0,0.0
2025-08-07 09:55:00-04:00,91.72000122070312,91.75,91.66999816894531,91.73500061035156,13782,0.0,0.0,0.0
2025-08-07 09:56:00-04:00,91.7699966430664,91.8499984741211,91.7699966430664,91.8499984741211,9748,0.0,0.0,0.0
2025-08-07 09:57:00-04:00,91.83999633789062,91.83999633789062,91.71320343017578,91.71320343017578,2987,0.0,0.0,0.0
2025-08-07 09:58:00-04:00,91.73999786376953,91.73999786376953,91.7300033569336,91.73999786376953,984,0.0,0.0,0.0
2025-08-07 09:59:00-04:00,91.75,91.79000091552734,91.75,91.79000091552734,4184,0.0,0.0,0.0
2025-08-07 10:00:00-04:00,91.80000305175781,91.81999969482422,91.79000091552734,91.80500030517578,3765,0.0,0.0,0.0
