Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-08-07 09:30:00-04:00,101.58999633789062,101.6500015258789,101.56999969482422,101.58000183105469,275176,0.0,0.0,0.0
2025-08-07 09:31:00-04:00,101.55999755859375,101.62999725341797,101.5250015258789,101.62999725341797,6910,0.0,0.0,0.0
2025-08-07 09:32:00-04:00,101.5999984741211,101.66000366210938,101.56999969482422,101.66000366210938,10952,0.0,0.0,0.0
2025-08-07 09:33:00-04:00,101.67620086669922,101.69999694824219,101.62000274658203,101.63500213623047,12856,0.0,0.0,0.0
2025-08-07 09:34:00-04:00,101.62999725341797,101.7300033569336,101.61920166015625,101.72000122070312,18325,0.0,0.0,0.0
2025-08-07 09:35:00-04:00,101.72000122070312,101.77999877929688,101.69000244140625,101.77999877929688,24847,0.0,0.0,0.0
2025-08-07 09:36:00-04:00,101.79000091552734,101.82080078125,101.75,101.76010131835938,12680,0.0,0.0,0.0
2025-08-07 09:37:00-04:00,101.7699966430664,101.80999755859375,101.7300033569336,101.76000213623047,10129,0.0,0.0,0.0
2025-08-07 09:38:00-04:00,101.7750015258789,101.86000061035156,101.76830291748047,101.8550033569336,24448,0.0,0.0,0.0
2025-08-07 09:39:00-04:00,101.8499984741211,101.93000030517578,101.81999969482422,101.93000030517578,15055,0.0,0.0,0.0
2025-08-07 09:40:00-04:00,101.94999694824219,101.95999908447266,101.90540313720703,101.90540313720703,10494,0.0,0.0,0.0
2025-08-07 09:41:00-04:00,101.9000015258789,101.94000244140625,101.83999633789062,101.93000030517578,9601,0.0,0.0,0.0
2025-08-07 09:42:00-04:00,101.94000244140625,101.94000244140625,101.75,101.76069641113281,9294,0.0,0.0,0.0
2025-08-07 09:43:00-04:00,101.76000213623047,101.7750015258789,101.69000244140625,101.73999786376953,12440,0.0,0.0,0.0
2025-08-07 09:44:00-04:00,101.7300033569336,101.84500122070312,101.7300033569336,101.84500122070312,20298,0.0,0.0,0.0
2025-08-07 09:45:00-04:00,101.83000183105469,101.83000183105469,101.70649719238281,101.70649719238281,12898,0.0,0.0,0.0
2025-08-07 09:46:00-04:00,101.66999816894531,101.72000122070312,101.64920043945312,101.68000030517578,17194,0.0,0.0,0.0
2025-08-07 09:47:00-04:00,101.69999694824219,101.74500274658203,101.66000366210938,101.72000122070312,21941,0.0,0.0,0.0
2025-08-07 09:48:00-04:00,101.72000122070312,101.72000122070312,101.6500015258789,101.66300201416016,5623,0.0,0.0,0.0
2025-08-07 09:49:00-04:00,101.66999816894531,101.81999969482422,101.66999816894531,101.81999969482422,11859,0.0,0.0,0.0
2025-08-07 09:50:00-04:00,101.79000091552734,101.8499984741211,101.76000213623047,101.83999633789062,12215,0.0,0.0,0.0
2025-08-07 09:51:00-04:00,101.87000274658203,101.87000274658203,101.80000305175781,101.80000305175781,4396,0.0,0.0,0.0
2025-08-07 09:52:00-04:00,101.77999877929688,101.83499908447266,101.77999877929688,101.83000183105469,8583,0.0,0.0,0.0
2025-08-07 09:53:00-04:00,101.83000183105469,101.91000366210938,101.83000183105469,101.86000061035156,8630,0.0,0.0,0.0
2025-08-07 09:54:00-04:00,101.83000183105469,101.85350036621094,101.81999969482422,101.85350036621094,5351,0.0,0.0,0.0
