Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-16 00:00:00-04:00,163.90353863999883,164.74229131802932,162.86421315730038,164.39585876464844,3395700,0.0,0.0
2022-08-17 00:00:00-04:00,164.1953197057402,165.07965982317896,163.848873169879,164.30471801757812,2666200,0.0,0.0
2022-08-18 00:00:00-04:00,164.85174823310462,164.95202075135865,164.04945679681907,164.4688262939453,3010600,0.0,0.0
2022-08-19 00:00:00-04:00,163.8852982075497,165.02491007347933,163.4841665162157,164.25909423828125,3704000,0.0,0.0
2022-08-22 00:00:00-04:00,164.23178260473725,164.53264187619595,162.29900488524842,162.69102478027344,3385000,0.0,0.0
2022-08-23 00:00:00-04:00,162.11665434950993,163.06480543009332,161.6334460541908,162.61807250976562,2575000,0.0,0.0
2022-08-24 00:00:00-04:00,162.6180555004696,163.64826911138704,162.3810212329366,163.42945861816406,3340600,0.0,0.0
2022-08-25 00:00:00-04:00,163.21978812055696,163.51153547023102,161.72461773167566,163.4385986328125,3401800,0.0,0.0
2022-08-26 00:00:00-04:00,164.0676473521575,164.08587112590547,159.24480214178743,159.58212280273438,5246600,0.0,0.0
2022-08-29 00:00:00-04:00,159.13543340688696,159.81007485406707,157.91377259757357,159.0807342529297,4184500,0.0,0.0
2022-08-30 00:00:00-04:00,158.94393771203912,159.26303458874318,157.1114468986466,157.71316528320312,4026300,0.0,0.0
2022-08-31 00:00:00-04:00,158.4607584815435,159.00777777613035,156.99293774939,157.0567626953125,5597900,0.0,0.0
2022-09-01 00:00:00-04:00,156.8731840172511,158.7638836401527,156.2490755612425,158.6445770263672,4846100,1.15,0.0
2022-09-02 00:00:00-04:00,159.44311457492103,160.5903854235175,155.927875014249,156.6345977783203,5801500,0.0,0.0
2022-09-06 00:00:00-04:00,156.92826243046386,158.40594756678277,155.2303102955379,155.57907104492188,4900100,0.0,0.0
2022-09-07 00:00:00-04:00,156.59784169261806,159.49814510012442,155.96454608730144,159.01170349121094,6074600,0.0,0.0
2022-09-08 00:00:00-04:00,158.58034575881297,159.1769209270839,156.54279185412875,158.47938537597656,3888100,0.0,0.0
2022-09-09 00:00:00-04:00,158.46101450389463,160.20487427195133,157.56155824739207,158.9841766357422,3662000,0.0,0.0
2022-09-12 00:00:00-04:00,158.98418309746089,160.1039204031099,158.55280820078778,159.60829162597656,5953300,0.0,0.0
2022-09-13 00:00:00-04:00,158.32333953006102,158.62622064277764,153.2294553703142,153.6516571044922,6926200,0.0,0.0
2022-09-14 00:00:00-04:00,154.30331622479983,155.28538667035681,153.7985283185244,154.81729125976562,5156900,0.0,0.0
2022-09-15 00:00:00-04:00,154.67962963956273,154.70716301703197,151.7517924606626,152.24742126464844,5461000,0.0,0.0
2022-09-16 00:00:00-04:00,152.6879493830698,153.43137848726082,151.66917253534965,153.24781799316406,12012600,0.0,0.0
2022-09-19 00:00:00-04:00,153.33042256093293,154.93660143919803,152.81644756065103,154.86317443847656,3720900,0.0,0.0
2022-09-20 00:00:00-04:00,153.80768120733646,155.24864574045003,153.14685224795713,155.0375518798828,3872000,0.0,0.0
2022-09-21 00:00:00-04:00,155.91868878693262,157.89198887878862,154.5052433775654,154.59703063964844,5134500,0.0,0.0
2022-09-22 00:00:00-04:00,154.5602914648033,155.92784307795336,154.239064095851,154.74386596679688,4290600,0.0,0.0
2022-09-23 00:00:00-04:00,154.55112004716918,154.8815345477284,152.8439807950746,154.67044067382812,4565100,0.0,0.0
2022-09-26 00:00:00-04:00,154.49606766303773,156.03799280583794,153.7618115929935,154.606201171875,5326400,0.0,0.0
2022-09-27 00:00:00-04:00,154.413455387597,156.0288074108396,151.66000584505275,152.36671447753906,5400700,0.0,0.0
2022-09-28 00:00:00-04:00,153.19278368949261,155.68005902152473,151.66003153177897,154.80813598632812,5480900,0.0,0.0
2022-09-29 00:00:00-04:00,154.92742450521408,155.23947874702856,151.43971908295603,152.9174041748047,5167700,0.0,0.0
2022-09-30 00:00:00-04:00,153.90866233472906,154.4134642474468,149.61327351942197,149.8427276611328,5971900,0.0,0.0
2022-10-03 00:00:00-04:00,150.081370695163,152.0730309880447,149.62246240634872,151.669189453125,5093400,0.0,0.0
2022-10-04 00:00:00-04:00,153.6333150337693,154.8631858759576,151.94453590675525,153.37632751464844,4596800,0.0,0.0
2022-10-05 00:00:00-04:00,153.24785779549526,153.35799131960417,150.27412660161022,152.35757446289062,3538600,0.0,0.0
2022-10-06 00:00:00-04:00,152.16481019678488,152.37591810133367,149.14519970033538,149.42054748535156,4623400,0.0,0.0
2022-10-07 00:00:00-04:00,148.96163430643963,149.61327623806866,147.75010969390226,148.32833862304688,4779200,0.0,0.0
2022-10-10 00:00:00-04:00,148.6770995117401,149.6407956305597,147.9428435125889,148.5210723876953,4839200,0.0,0.0
2022-10-11 00:00:00-04:00,148.90657105299138,150.7697376409609,148.2824484790436,149.22779846191406,5222600,0.0,0.0
2022-10-12 00:00:00-04:00,154.86317086706285,156.67127045442197,152.90823128641557,155.46893310546875,9795300,0.0,0.0
2022-10-13 00:00:00-04:00,153.3671514655664,160.65460312560248,153.11016395134695,160.25994873046875,8412700,0.0,0.0
2022-10-14 00:00:00-04:00,161.51736874815523,161.77435628755003,156.01965602527673,156.20321655273438,5937900,0.0,0.0
2022-10-17 00:00:00-04:00,158.1122665604992,159.32377716670356,157.01088946264892,158.53445434570312,6401800,0.0,0.0
2022-10-18 00:00:00-04:00,160.4526913714205,162.37092454452088,159.1585667120534,160.67295837402344,4547400,0.0,0.0
2022-10-19 00:00:00-04:00,160.45268916652228,161.38885192425766,158.16732101254075,159.1126708984375,5200200,0.0,0.0
2022-10-20 00:00:00-04:00,159.88365939371099,160.0305134204768,157.04760927505396,157.3688507080078,4314000,0.0,0.0
2022-10-21 00:00:00-04:00,157.13020184281064,159.4155702581434,156.561160022473,158.83734130859375,5071500,0.0,0.0
2022-10-24 00:00:00-04:00,160.44350772056097,163.35298448274023,160.31501396466808,163.07763671875,5316500,0.0,0.0
2022-10-25 00:00:00-04:00,163.48149024808436,164.16985270624295,162.09559220737563,163.61917114257812,5220000,0.0,0.0
2022-10-26 00:00:00-04:00,164.5278127359511,166.03303152840658,163.66507682222255,164.3534393310547,5136000,0.0,0.0
2022-10-27 00:00:00-04:00,165.54655370284215,166.06052868990676,163.89449524578248,164.17901611328125,5424100,0.0,0.0
2022-10-28 00:00:00-04:00,164.93161806129402,167.89616135968663,164.72969731603948,167.25369262695312,6715300,0.0,0.0
2022-10-31 00:00:00-04:00,166.28999997769546,167.94207261008754,165.70259793115264,166.65713500976562,4877200,0.0,0.0
2022-11-01 00:00:00-04:00,166.06970948152102,167.78602174886365,165.10599941516023,165.9044952392578,4084500,0.0,0.0
2022-11-02 00:00:00-04:00,165.92287693335587,168.49276610752835,163.52737514670056,163.5916290283203,4970600,0.0,0.0
2022-11-03 00:00:00-04:00,162.25161699619048,164.1973837014903,162.0221628468006,163.16943359375,3753800,0.0,0.0
2022-11-04 00:00:00-04:00,163.29792692386206,165.01423947521732,162.02216241683072,164.08724975585938,3922400,0.0,0.0
