Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-16 00:00:00-04:00,595.0214749766092,598.8990049559056,592.8992171889678,597.1139526367188,798000,0.0,0.0
2022-08-17 00:00:00-04:00,592.0067702693498,595.6661550643386,589.6465133810524,591.0943603515625,989400,0.0,0.0
2022-08-18 00:00:00-04:00,593.1472520221766,593.7423099239525,584.3806345727015,590.072998046875,761000,0.0,0.0
2022-08-19 00:00:00-04:00,586.5326000403267,588.3375060723164,581.1178819443578,583.6665649414062,851100,0.0,0.0
2022-08-22 00:00:00-04:00,575.8817760579332,579.2932358029941,569.7629872825662,571.329833984375,723100,0.0,0.0
2022-08-23 00:00:00-04:00,567.2241176939226,571.7165596098658,562.949881829003,568.2158203125,913300,0.0,0.0
2022-08-24 00:00:00-04:00,568.2257151281572,571.4091021454443,566.242310002333,568.3943481445312,855300,0.0,0.0
2022-08-25 00:00:00-04:00,573.5510829688272,581.2269107120139,568.3545718587039,580.6119995117188,928000,0.0,0.0
2022-08-26 00:00:00-04:00,579.1543395419467,580.3939678371992,558.8343622107645,559.03271484375,771900,0.0,0.0
2022-08-29 00:00:00-04:00,556.4541698760486,557.4458723664746,550.7419538466002,552.0708618164062,704500,0.0,0.0
2022-08-30 00:00:00-04:00,552.7948297857583,554.2625907493253,545.922338237061,549.6907958984375,1058300,0.0,0.0
2022-08-31 00:00:00-04:00,551.555112963205,554.500500598727,539.8034636046513,540.795166015625,1166600,0.0,0.0
2022-09-01 00:00:00-04:00,537.9390699524623,546.4081869364,537.0465135516508,546.1801147460938,913900,0.0,0.0
2022-09-02 00:00:00-04:00,549.175086496633,553.2410423404456,537.0763044702464,539.0398559570312,796900,0.0,0.0
2022-09-06 00:00:00-04:00,542.7190644486274,548.5502793958333,537.1853481153175,540.6265869140625,1043300,0.0,0.0
2022-09-07 00:00:00-04:00,538.8911780738099,549.6907726048521,537.2746981104311,547.14208984375,1139800,0.0,0.0
2022-09-08 00:00:00-04:00,545.3372112724552,562.473798441665,542.7488218295895,561.8589477539062,1854800,0.0,0.0
2022-09-09 00:00:00-04:00,561.690441608965,567.5712306741906,561.2243099191094,564.6754760742188,1146600,0.0,0.0
2022-09-12 00:00:00-04:00,564.5267502886627,575.3164802836015,562.7614904654155,574.38427734375,1097200,0.0,0.0
2022-09-13 00:00:00-04:00,560.3118770845165,564.6753920201998,552.5865368881482,555.1748657226562,1642800,0.0,0.0
2022-09-14 00:00:00-04:00,558.2508374934023,565.9109175132627,548.3284948404875,553.7957153320312,1139400,0.3,0.0
2022-09-15 00:00:00-04:00,555.6512200839485,556.6037868346875,545.9769354485584,547.6934814453125,890400,0.0,0.0
2022-09-16 00:00:00-04:00,543.3971883811595,543.7444461934894,532.2742190575484,537.07666015625,1835500,0.0,0.0
2022-09-19 00:00:00-04:00,531.5895234627463,535.8164512485704,527.0351414024947,535.4790649414062,1072500,0.0,0.0
2022-09-20 00:00:00-04:00,529.0791707731834,531.3315621261347,524.4057857461736,528.0274047851562,1053800,0.0,0.0
2022-09-21 00:00:00-04:00,528.9798979033661,536.014865108664,520.129185695363,521.6076049804688,1268900,0.0,0.0
2022-09-22 00:00:00-04:00,517.9561860398567,522.8677574573393,514.5428979588129,516.24951171875,1137500,0.0,0.0
2022-09-23 00:00:00-04:00,512.3401438985097,517.4700387065751,509.0558508692532,516.7456665039062,1366300,0.0,0.0
2022-09-26 00:00:00-04:00,512.1317845827023,516.9242322588004,507.41867204012067,510.31597900390625,991900,0.0,0.0
2022-09-27 00:00:00-04:00,513.1736572236798,514.1758235509691,501.6538013179833,504.70989990234375,1166500,0.0,0.0
2022-09-28 00:00:00-04:00,506.71427638729915,517.1625341064744,503.62844181458547,513.8087768554688,1866700,0.0,0.0
2022-09-29 00:00:00-04:00,510.91133411775854,514.0071608339928,508.4506124460899,512.59814453125,1074600,0.0,0.0
2022-09-30 00:00:00-04:00,510.80216969693305,517.5394788804888,502.8047642223677,503.25128173828125,1697200,0.0,0.0
2022-10-03 00:00:00-04:00,508.82773308837034,522.7884787161913,505.67243488404756,518.869140625,2462900,0.0,0.0
2022-10-04 00:00:00-04:00,526.5985608040651,537.4238709760849,525.1796730165393,535.737060546875,1195300,0.0,0.0
2022-10-05 00:00:00-04:00,531.6392275019429,544.657339162718,529.8532175326097,542.0279541015625,1167400,0.0,0.0
2022-10-06 00:00:00-04:00,540.112846404608,542.0675189094852,533.0382109889819,536.3919677734375,971700,0.0,0.0
2022-10-07 00:00:00-04:00,530.8453248731237,531.6391001625686,516.8548461429926,519.5437622070312,976800,0.0,0.0
2022-10-10 00:00:00-04:00,520.0200584871369,520.0200584871369,505.97992006369685,506.8729248046875,947900,0.0,0.0
2022-10-11 00:00:00-04:00,503.07276371826646,503.7772416509361,492.91226305556984,496.9208984375,1667200,0.0,0.0
2022-10-12 00:00:00-04:00,498.5084298673155,500.1853082284079,494.549424767047,496.7819519042969,1098900,0.0,0.0
2022-10-13 00:00:00-04:00,485.3811473555905,510.772448680132,484.46830879480507,506.5752868652344,1737600,0.0,0.0
2022-10-14 00:00:00-04:00,510.0878367662504,513.3919334515829,498.2405565494505,499.1434631347656,1267500,0.0,0.0
2022-10-17 00:00:00-04:00,506.3669676080534,517.1426489290125,505.3350656349357,513.21337890625,1071100,0.0,0.0
2022-10-18 00:00:00-04:00,526.6580957354847,528.5731004668362,517.2516743737871,520.32763671875,970400,0.0,0.0
2022-10-19 00:00:00-04:00,510.0084234336571,511.8043650703831,494.79748513992104,501.6835632324219,1947800,0.0,0.0
2022-10-20 00:00:00-04:00,494.87684261338694,498.27029714333696,481.78927015771575,483.07916259765625,3267100,0.0,0.0
2022-10-21 00:00:00-04:00,482.3846508034255,493.08093578705535,474.595605171278,492.8824768066406,2836900,0.0,0.0
