timestamp,volume,vw,open,close,high,low,t,trades,vwap,pre_market,after_market
2024-05-08 04:00:00,45057087.0,182.4822,182.85,182.74,183.07,181.45,1715140800000,518609,,182.3,182.46
2024-05-09 04:00:00,48948972.0,184.005,182.56,184.57,184.66,182.11,1715227200000,551004,,182.75,184.79
2024-05-10 04:00:00,50745096.0,183.097,184.9,183.05,185.09,182.13,1715313600000,558778,,184.57,182.5
2024-05-13 04:00:00,71969409.0,186.2045,185.435,186.28,187.1,184.62,1715572800000,726518,,184.3,186.14
2024-05-14 04:00:00,52393619.0,187.1924,187.51,187.43,188.3,186.29,1715659200000,559493,,,
2024-05-15 04:00:00,70381988.0,189.6538,187.91,189.72,190.65,187.37,1715745600000,727614,,,
2024-05-16 04:00:00,52845230.0,190.1061,190.47,189.84,191.095,189.6601,1715832000000,566951,,,
2024-05-17 04:00:00,41282925.0,189.9231,189.51,189.87,190.81,189.18,1715918400000,478193,,,
2024-05-20 04:00:00,44361275.0,191.0826,189.325,191.04,191.9199,189.01,1716177600000,566908,,,
2024-05-21 04:00:00,42309401.0,192.2542,191.09,192.35,192.73,190.9201,1716264000000,502788,,,
2024-05-22 04:00:00,34648547.0,191.4301,192.265,190.9,192.8231,190.27,1716350400000,452377,,,
2024-05-23 04:00:00,51005924.0,188.1932,190.98,186.88,191.0,186.625,1716436800000,574010,,,
2024-05-24 04:00:00,36326975.0,189.7193,188.82,189.98,190.58,188.0404,1716523200000,492870,,,
2024-05-28 04:00:00,52230051.0,190.8158,191.51,189.99,193.0,189.1,1716868800000,702190,,,
2024-05-29 04:00:00,53068016.0,191.1133,189.61,190.29,192.247,189.51,1716955200000,603502,,,
2024-05-30 04:00:00,49947941.0,191.4032,190.76,191.29,192.18,190.63,1717041600000,568984,,,
2024-05-31 04:00:00,75158277.0,191.6187,191.44,192.25,192.57,189.91,1717128000000,618230,,,
2024-06-03 04:00:00,50078439.0,193.7892,192.9,194.03,194.99,192.52,1717387200000,700956,,,
2024-06-04 04:00:00,47471445.0,194.3014,194.635,194.35,195.32,193.0342,1717473600000,575318,,,
2024-06-05 04:00:00,54156785.0,195.8699,195.4,195.87,196.9,194.87,1717560000000,648283,,,
2024-06-06 04:00:00,41162753.0,195.3147,195.685,194.48,196.5,194.17,1717646400000,550122,,,
2024-06-07 04:00:00,53085712.0,195.9035,194.65,196.89,196.94,194.14,1717732800000,505958,,,
