timestamp,volume,vw,open,close,high,low,t,trades,vwap,pre_market,after_market
2023-06-30 04:00:00,26832756.0,340.6447,337.75,340.54,342.73,337.2,1688097600000,364616,,336.4,340.6
2023-07-03 04:00:00,12507092.0,338.2957,339.19,337.99,340.9,336.571,1688356800000,252534,,340.65,337.99
2023-07-05 04:00:00,18172378.0,338.6334,335.09,338.15,341.65,334.7276,1688529600000,346745,,336.67,337.81
2023-07-06 04:00:00,28195534.0,340.0806,337.3,341.27,342.99,335.5,1688616000000,453686,,338.2,341.35
2023-07-07 04:00:00,21208974.0,339.134,339.32,337.22,341.79,337.0,1688702400000,336861,,,
2023-07-10 04:00:00,32739449.0,330.9423,334.6,331.83,335.23,327.59,1688961600000,551490,,,
2023-07-11 04:00:00,26698218.0,330.6934,331.06,332.47,332.86,327.0,1689048000000,428341,,,
2023-07-12 04:00:00,29995262.0,337.9785,336.6,337.2,341.652,335.67,1689134400000,443122,,,
2023-07-13 04:00:00,20567159.0,341.6023,339.56,342.66,343.74,339.02,1689220800000,352822,,,
2023-07-14 04:00:00,28349069.0,347.4862,347.59,345.24,351.43,344.31,1689307200000,474705,,,
2023-07-17 04:00:00,20363927.0,345.3375,345.678,345.73,346.99,342.2,1689566400000,354554,,,
2023-07-18 04:00:00,64851305.0,358.335,345.83,359.49,366.78,342.17,1689652800000,903519,,,
2023-07-19 04:00:00,39720401.0,356.9136,361.75,355.08,362.46,352.435,1689739200000,627574,,,
2023-07-20 04:00:00,33729395.0,349.2517,353.57,346.87,357.97,345.37,1689825600000,537719,,,
2023-07-21 04:00:00,69402882.0,344.6154,349.15,343.77,350.3,339.83,1689912000000,533848,,,
2023-07-24 04:00:00,26658707.0,344.8136,345.85,345.11,346.92,342.31,1690171200000,387234,,,
2023-07-25 04:00:00,41614439.0,348.2785,347.11,350.98,351.89,345.07,1690257600000,622408,,,
2023-07-26 04:00:00,58383702.0,337.2226,341.44,337.77,344.67,333.11,1690344000000,990567,,,
2023-07-27 04:00:00,39611012.0,334.6987,340.48,330.72,341.33,329.05,1690430400000,745452,,,
2023-07-28 04:00:00,28449068.0,337.4318,333.67,338.37,340.01,333.17,1690516800000,447434,,,
2023-07-31 04:00:00,25445972.0,335.1445,336.92,335.92,337.695,333.36,1690776000000,461944,,,
2023-08-01 04:00:00,18381253.0,336.4363,335.19,336.34,338.54,333.7,1690862400000,332085,,,
2023-08-02 04:00:00,27759757.0,328.8435,333.63,327.5,333.63,326.3551,1690948800000,521033,,,
2023-08-03 04:00:00,18360352.0,327.6559,326.0,326.66,329.88,325.95,1691035200000,323370,,,
2023-08-04 04:00:00,23741484.0,330.8896,331.88,327.78,335.14,327.24,1691121600000,430655,,,
2023-08-07 04:00:00,17023526.0,329.5521,328.37,330.11,331.11,327.52,1691380800000,307078,,,
2023-08-08 04:00:00,22274170.0,325.1445,326.96,326.05,328.75,323.0,1691467200000,389123,,,
2023-08-09 04:00:00,22339508.0,323.2968,326.47,322.23,327.11,321.0499,1691553600000,352448,,,
2023-08-10 04:00:00,20103165.0,323.9963,326.015,322.93,328.26,321.18,1691640000000,295450,,,
2023-08-11 04:00:00,24355491.0,321.0487,320.26,321.01,322.41,319.21,1691726400000,355599,,,
2023-08-14 04:00:00,18814579.0,322.6942,321.39,324.04,324.06,320.08,1691985600000,302315,,,
2023-08-15 04:00:00,16813785.0,322.9819,323.0,321.86,325.09,320.9034,1692072000000,294672,,,
2023-08-16 04:00:00,20698864.0,321.7008,320.8,320.4,324.42,319.8035,1692158400000,299352,,,
2023-08-17 04:00:00,21257161.0,318.3484,320.54,316.88,321.87,316.21,1692244800000,342111,,,
2023-08-18 04:00:00,24751706.0,315.3222,314.49,316.48,318.38,311.5508,1692331200000,404544,,,
2023-08-21 04:00:00,23989956.0,320.4589,317.93,321.88,322.77,317.04,1692590400000,358127,,,
2023-08-22 04:00:00,16018024.0,323.4052,325.5,322.46,326.075,321.46,1692676800000,294427,,,
2023-08-23 04:00:00,21164682.0,327.3649,323.82,327.0,329.2,323.46,1692763200000,289589,,,
2023-08-24 04:00:00,23277194.0,323.1078,332.85,319.97,332.98,319.96,1692849600000,338014,,,
2023-08-25 04:00:00,21684104.0,322.1106,321.47,322.98,325.36,318.8001,1692936000000,318092,,,
2023-08-28 04:00:00,14808482.0,323.4131,325.66,323.7,326.15,321.722,1693195200000,248204,,,
2023-08-29 04:00:00,19284590.0,327.1681,321.88,328.41,328.9835,321.88,1693281600000,299190,,,
2023-08-30 04:00:00,15222110.0,328.5478,328.67,328.79,329.81,326.445,1693368000000,251172,,,
2023-08-31 04:00:00,26403154.0,328.0876,329.2,327.76,330.9099,326.78,1693454400000,271738,,,
2023-09-01 04:00:00,14886424.0,328.5957,331.31,328.66,331.99,326.78,1693540800000,298313,,,
2023-09-05 04:00:00,18553859.0,332.6823,329.0,333.55,334.85,328.66,1693886400000,306760,,,
2023-09-06 04:00:00,17535773.0,332.2617,333.38,332.88,334.46,330.18,1693972800000,277719,,,
2023-09-07 04:00:00,18369595.0,330.6156,331.29,329.91,333.08,329.03,1694059200000,290407,,,
2023-09-08 04:00:00,19548165.0,334.384,330.09,334.27,336.16,329.46,1694145600000,307635,,,
2023-09-11 04:00:00,16583324.0,337.3191,337.24,337.94,338.42,335.43,1694404800000,277880,,,
2023-09-12 04:00:00,17562282.0,333.0369,335.815,331.77,336.79,331.48,1694491200000,284513,,,
2023-09-13 04:00:00,16544412.0,335.2687,331.31,336.06,336.85,331.17,1694577600000,257199,,,
2023-09-14 04:00:00,20263548.0,339.0099,339.148,338.7,340.86,336.57,1694664000000,310337,,,
2023-09-15 04:00:00,37503592.0,332.2853,336.92,330.22,337.3975,329.65,1694750400000,373232,,,
2023-09-18 04:00:00,16834208.0,328.6563,327.8,329.06,330.4,326.36,1695009600000,309477,,,
2023-09-19 04:00:00,16514487.0,327.2065,326.17,328.65,329.39,324.51,1695096000000,275795,,,
2023-09-20 04:00:00,21399225.0,324.4602,329.51,320.77,329.59,320.51,1695182400000,351303,,,
2023-09-21 04:00:00,35560362.0,320.9522,319.26,319.53,325.3499,315.0,1695268800000,526012,,,
2023-09-22 04:00:00,21436887.0,318.4263,321.32,317.01,321.45,316.15,1695355200000,341056,,,
2023-09-25 04:00:00,17835964.0,316.584,316.59,317.54,317.67,315.0,1695614400000,291124,,,
2023-09-26 04:00:00,25647573.0,312.1074,315.13,312.14,315.88,310.02,1695700800000,408374,,,
2023-09-27 04:00:00,19370182.0,311.9009,312.3,312.79,314.299,309.69,1695787200000,335794,,,
2023-09-28 04:00:00,19681064.0,312.8031,310.99,313.64,315.48,309.45,1695873600000,338062,,,
2023-09-29 04:00:00,24147298.0,316.6707,317.75,315.75,319.47,314.98,1695960000000,371549,,,
2023-10-02 04:00:00,20570006.0,319.5579,316.28,321.8,321.888,315.18,1696219200000,354432,,,
2023-10-03 04:00:00,21027792.0,314.3557,320.83,313.39,321.39,311.215,1696305600000,354262,,,
2023-10-04 04:00:00,20717444.0,317.962,314.03,318.955,320.04,314.0,1696392000000,340623,,,
2023-10-05 04:00:00,16965629.0,317.9018,319.09,319.36,319.98,314.9,1696478400000,292278,,,
2023-10-06 04:00:00,25673630.0,325.0766,316.55,327.26,329.19,316.3,1696564800000,374485,,,
2023-10-09 04:00:00,19891180.0,328.0256,324.75,329.82,330.3,323.18,1696824000000,309948,,,
2023-10-10 04:00:00,20557094.0,329.2022,330.96,328.39,331.1,327.67,1696910400000,314761,,,
2023-10-11 04:00:00,20063246.0,331.5068,331.21,332.42,332.82,329.14,1696996800000,280438,,,
2023-10-12 04:00:00,19313098.0,331.366,330.565,331.16,333.6299,328.72,1697083200000,334254,,,
2023-10-13 04:00:00,20983805.0,329.1471,332.38,327.73,333.83,326.36,1697169600000,397249,,,
2023-10-16 04:00:00,22153713.0,333.3168,331.05,332.64,336.14,330.6,1697428800000,360739,,,
2023-10-17 04:00:00,18238523.0,331.2465,329.59,332.06,333.46,327.41,1697515200000,293598,,,
2023-10-18 04:00:00,23145202.0,331.7636,332.49,330.11,335.59,328.3,1697601600000,333823,,,
2023-10-19 04:00:00,25049471.0,333.2315,332.15,331.32,336.88,330.91,1697688000000,366501,,,
2023-10-20 04:00:00,25020125.0,327.9375,331.72,326.67,331.92,325.45,1697774400000,322790,,,
2023-10-23 04:00:00,23974748.0,329.2188,325.47,329.32,332.725,324.39,1698033600000,353047,,,
2023-10-24 04:00:00,31153571.0,333.8854,331.3,330.53,331.84,327.6,1698120000000,480549,,,
2023-10-25 04:00:00,55053828.0,340.9822,345.02,340.67,346.2,337.62,1698206400000,729751,,,
2023-10-26 04:00:00,37810293.0,331.2156,340.54,327.89,341.63,326.94,1698292800000,534329,,,
2023-10-27 04:00:00,29791522.0,331.6575,330.425,329.81,336.72,328.4007,1698379200000,430129,,,
2023-10-30 04:00:00,22768082.0,336.377,333.41,337.31,339.45,331.83,1698638400000,355937,,,
2023-10-31 04:00:00,20265282.0,337.2437,338.85,338.11,339.0,334.69,1698724800000,307402,,,
2023-11-01 04:00:00,28158819.0,344.9564,339.79,346.07,347.42,339.65,1698811200000,425441,,,
2023-11-02 04:00:00,24348072.0,347.5945,347.24,348.32,348.83,344.77,1698897600000,374637,,,
2023-11-03 04:00:00,23537673.0,351.9435,349.63,352.8,354.39,347.33,1698984000000,390975,,,
2023-11-06 05:00:00,23828301.0,355.997,353.45,356.53,357.54,353.35,1699246800000,377865,,,
2023-11-07 05:00:00,25823931.0,360.671,359.4,360.53,362.46,357.63,1699333200000,373389,,,
2023-11-08 05:00:00,26743428.0,362.3926,361.68,363.2,363.87,360.55,1699419600000,316039,,,
2023-11-09 05:00:00,24847331.0,362.0007,362.3,360.69,364.79,360.362,1699506000000,338377,,,
