Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-16 00:00:00-04:00,18.89274795043341,19.114428306370357,18.474350847959357,18.851806640625,451240000,0.0,0.0
2022-08-17 00:00:00-04:00,18.496322703330605,18.661084069353507,18.11886686415246,18.308591842651367,446799000,0.0,0.0
2022-08-18 00:00:00-04:00,18.274641838156523,18.837828691537812,18.156811761959567,18.745962142944336,415447000,0.0,0.0
2022-08-19 00:00:00-04:00,18.37948673370404,18.493322839399585,17.744403196488058,17.82328987121582,441588000,0.0,0.0
2022-08-22 00:00:00-04:00,17.464804848797726,17.53270768486589,16.94155952049922,17.009462356567383,409593000,0.0,0.0
2022-08-23 00:00:00-04:00,16.96453091770443,17.43984516322094,16.94555727793766,17.156253814697266,369986000,0.0,0.0
2022-08-24 00:00:00-04:00,16.987494644326322,17.38092812303671,16.870664499496122,17.197193145751953,522661000,0.0,0.0
2022-08-25 00:00:00-04:00,16.8197388752235,17.921150826653033,16.80875503887168,17.88719940185547,770691000,0.0,0.0
2022-08-26 00:00:00-04:00,17.831281848825032,17.898184788472907,16.213614211933063,16.236581802368164,769127000,0.0,0.0
2022-08-29 00:00:00-04:00,15.996926542786321,16.314467408978906,15.744290684529716,15.778241157531738,496132000,0.0,0.0
2022-08-30 00:00:00-04:00,15.937012618232298,16.015898353425058,15.160133304829227,15.445721626281738,530181000,0.0,0.0
2022-08-31 00:00:00-04:00,15.36184120448703,15.517616644220695,14.937453170398651,15.072258949279785,573710000,0.0,0.0
2022-09-01 00:00:00-04:00,14.188532029476727,14.359286189468056,13.250885451387843,13.916924476623535,1178865000,0.0,0.0
2022-09-02 00:00:00-04:00,14.079689759971137,14.150586633370288,13.571422181905431,13.627342224121094,743157000,0.0,0.0
2022-09-06 00:00:00-04:00,13.711222900637836,13.759154100445343,13.33177010829698,13.445606231689453,535751000,0.0,0.0
2022-09-07 00:00:00-04:00,13.5474882899435,13.822174355497893,13.330736456144963,13.698315620422363,512657000,0.004,0.0
2022-09-08 00:00:00-04:00,13.443607123053166,13.991979993276425,13.353710852564674,13.973999977111816,624873000,0.0,0.0
2022-09-09 00:00:00-04:00,14.140809824331798,14.457447695839932,14.109846090947006,14.3705472946167,486612000,0.0,0.0
2022-09-12 00:00:00-04:00,14.352565866330758,14.530361775565654,14.181760967767802,14.488409996032715,484159000,0.0,0.0
2022-09-13 00:00:00-04:00,13.786216136667264,13.90607879086274,13.084020015919732,13.115983009338379,714956000,0.0,0.0
2022-09-14 00:00:00-04:00,13.238843843072887,13.274802928776808,12.898234170746834,13.112988471984863,588507000,0.0,0.0
2022-09-15 00:00:00-04:00,13.00011430549963,13.21786442473492,12.775371270484028,12.914212226867676,523625000,0.0,0.0
2022-09-16 00:00:00-04:00,12.727428245169913,13.19689103353312,12.602571191542316,13.182907104492188,670751000,0.0,0.0
2022-09-19 00:00:00-04:00,12.997118675530748,13.447603094631756,12.995121107659504,13.366695404052734,569685000,0.0,0.0
2022-09-20 00:00:00-04:00,13.19988462796883,13.467577734811135,13.042065358469728,13.160928726196289,524818000,0.0,0.0
2022-09-21 00:00:00-04:00,13.197887960395418,14.014952214838706,13.095005126260292,13.245832443237305,807679000,0.0,0.0
