Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-19 09:30:00-04:00,311.95001220703125,314.2749938964844,311.0899963378906,314.1449890136719,249780,0.0,0.0
2022-09-19 10:30:00-04:00,314.1300048828125,315.45001220703125,312.3599853515625,312.4599914550781,233162,0.0,0.0
2022-09-19 11:30:00-04:00,312.4599914550781,312.4599914550781,311.1000061035156,311.739990234375,174945,0.0,0.0
2022-09-19 12:30:00-04:00,311.64300537109375,313.04998779296875,311.6199951171875,312.2099914550781,228180,0.0,0.0
2022-09-19 13:30:00-04:00,312.2449951171875,312.3599853515625,310.25,310.6700134277344,205522,0.0,0.0
2022-09-19 14:30:00-04:00,310.69000244140625,314.1600036621094,310.69000244140625,313.8500061035156,245978,0.0,0.0
2022-09-19 15:30:00-04:00,313.8999938964844,314.5400085449219,313.6099853515625,314.1700134277344,324541,0.0,0.0
2022-09-20 09:30:00-04:00,311.1600036621094,311.92999267578125,309.44000244140625,311.5400085449219,472271,0.0,0.0
2022-09-20 10:30:00-04:00,311.45001220703125,313.260009765625,310.9599914550781,313.1199951171875,367889,0.0,0.0
2022-09-20 11:30:00-04:00,313.1600036621094,314.3299865722656,312.7900085449219,313.81500244140625,262787,0.0,0.0
2022-09-20 12:30:00-04:00,313.5799865722656,313.6300048828125,312.29998779296875,312.3500061035156,227081,0.0,0.0
2022-09-20 13:30:00-04:00,312.2699890136719,312.4700012207031,311.1199951171875,312.0299987792969,267037,0.0,0.0
2022-09-20 14:30:00-04:00,311.8900146484375,313.5,311.2099914550781,313.2799987792969,281234,0.0,0.0
2022-09-20 15:30:00-04:00,313.2200012207031,314.2900085449219,312.42999267578125,313.239990234375,407873,0.0,0.0
2022-09-21 09:30:00-04:00,314.4800109863281,314.9800109863281,310.7309875488281,312.1700134277344,362494,0.0,0.0
2022-09-21 10:30:00-04:00,312.1400146484375,312.2300109863281,310.5,311.8299865722656,179153,0.0,0.0
2022-09-21 11:30:00-04:00,311.739990234375,312.5150146484375,311.6400146484375,312.44000244140625,122243,0.0,0.0
2022-09-21 12:30:00-04:00,312.260009765625,312.8999938964844,310.6300048828125,310.875,116745,0.0,0.0
2022-09-21 13:30:00-04:00,310.9800109863281,312.3299865722656,307.510009765625,308.5400085449219,330378,0.0,0.0
2022-09-21 14:30:00-04:00,308.3999938964844,314.2300109863281,307.54998779296875,307.70001220703125,376562,0.0,0.0
2022-09-21 15:30:00-04:00,307.55999755859375,308.3999938964844,304.2200012207031,304.239990234375,536051,0.0,0.0
2022-09-22 09:30:00-04:00,302.95001220703125,303.0799865722656,299.05999755859375,301.18499755859375,584974,0.0,0.0
2022-09-22 10:30:00-04:00,301.30999755859375,301.4599914550781,298.05999755859375,298.4800109863281,287492,0.0,0.0
2022-09-22 11:30:00-04:00,298.510009765625,299.2699890136719,297.8999938964844,298.5450134277344,391023,0.0,0.0
2022-09-22 12:30:00-04:00,298.4800109863281,299.1300048828125,297.42999267578125,297.9100036621094,249188,0.0,0.0
2022-09-22 13:30:00-04:00,297.8900146484375,298.5050048828125,296.5899963378906,297.30999755859375,325795,0.0,0.0
2022-09-22 14:30:00-04:00,297.34991455078125,300.79998779296875,296.9700012207031,299.9150085449219,342377,0.0,0.0
2022-09-22 15:30:00-04:00,299.9800109863281,300.6600036621094,298.0400085449219,298.3399963378906,601706,0.0,0.0
2022-09-23 09:30:00-04:00,293.1300048828125,293.95001220703125,291.0799865722656,293.79998779296875,942965,0.0,0.0
2022-09-23 10:30:00-04:00,293.7099914550781,294.3399963378906,291.6700134277344,293.04998779296875,344341,0.0,0.0
2022-09-23 11:30:00-04:00,293.20001220703125,293.8399963378906,291.95001220703125,292.0799865722656,356768,0.0,0.0
2022-09-23 12:30:00-04:00,292.1000061035156,294.57000732421875,291.7699890136719,292.760009765625,256729,0.0,0.0
2022-09-23 13:30:00-04:00,292.6617126464844,293.2250061035156,290.6650085449219,291.3999938964844,206559,0.0,0.0
2022-09-23 14:30:00-04:00,291.489990234375,292.9700012207031,290.239990234375,292.5754089355469,240400,0.0,0.0
2022-09-23 15:30:00-04:00,292.6099853515625,294.1400146484375,292.2200012207031,293.82000732421875,440917,0.0,0.0
2022-09-26 09:30:00-04:00,290.04998779296875,295.3399963378906,290.04998779296875,293.7300109863281,614822,0.0,0.0
2022-09-26 10:30:00-04:00,293.7449951171875,293.9949951171875,290.3900146484375,290.3900146484375,308860,0.0,0.0
2022-09-26 11:30:00-04:00,290.489990234375,292.6700134277344,290.1174011230469,290.5299987792969,245779,0.0,0.0
2022-09-26 12:30:00-04:00,290.6400146484375,291.6499938964844,289.1400146484375,289.42999267578125,247022,0.0,0.0
2022-09-26 13:30:00-04:00,289.4800109863281,291.1400146484375,289.1199951171875,290.2699890136719,331077,0.0,0.0
2022-09-26 14:30:00-04:00,290.2699890136719,292.2699890136719,289.760009765625,291.010009765625,344155,0.0,0.0
2022-09-26 15:30:00-04:00,291.010009765625,292.3599853515625,289.7300109863281,290.1099853515625,519651,0.0,0.0
2022-09-27 09:30:00-04:00,295.4700012207031,297.8999938964844,291.82000732421875,292.6499938964844,686778,0.0,0.0
2022-09-27 10:30:00-04:00,292.7699890136719,293.8599853515625,289.6600036621094,289.739990234375,239851,0.0,0.0
2022-09-27 11:30:00-04:00,289.6600036621094,290.54998779296875,285.6099853515625,286.6600036621094,330577,0.0,0.0
2022-09-27 12:30:00-04:00,286.6600036621094,287.010009765625,285.0249938964844,285.5,300856,0.0,0.0
2022-09-27 13:30:00-04:00,285.3900146484375,286.30999755859375,284.79998779296875,285.6000061035156,306446,0.0,0.0
2022-09-27 14:30:00-04:00,285.6000061035156,287.2699890136719,285.0,286.1650085449219,367288,0.0,0.0
2022-09-27 15:30:00-04:00,286.260009765625,287.0400085449219,285.1499938964844,286.4800109863281,1074100,0.0,0.0
